trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
271,19:05:00,19:05:00,5,3,,1,,
272,19:00:00,19:00:00,0,1,,,1,
272,19:25:00,19:25:00,4,2,,1,,
272,19:35:00,19:35:00,5,3,,1,,
273,19:30:00,19:30:00,0,1,,,1,
273,19:55:00,19:55:00,4,2,,1,,
273,20:05:00,20:05:00,5,3,,1,,
274,20:00:00,20:00:00,0,1,,,1,
274,20:25:00,20:25:00,4,2,,1,,
274,20:35:00,20:35:00,5,3,,1,,
275,20:30:00,20:30:00,0,1,,,1,
275,20:55:00,20:55:00,4,2,,1,,
275,21:05:00,21:05:00,5,3,,1,,
276,21:00:00,21:00:00,0,1,,,1,
276,21:25:00,21:25:00,4,2,,1,,
276,21:35:00,21:35:00,5,3,,1,,
277,21:30:00,21:30:00,0,1,,,1,
277,21:55:00,21:55:00,4,2,,1,,
277,22:05:00,22:05:00,5,3,,1,,
278,22:00:00,22:00:00,0,1,,,1,
278,22:25:00,22:25:00,4,2,,1,,
278,22:35:00,22:35:00,5,3,,1,,
279,22:30:00,22:30:00,0,1,,,1,
279,22:55:00,22:55:00,4,2,,1,,
279,23:05:00,23:05:00,5,3,,1,,
524,11:30:00,11:30:00,0,1,,,1,
524,11:55:00,11:55:00,4,2,,,1,
524,12:05:00,12:05:00,5,3,,,1,
524,12:30:00,12:30:00,0,4,,1,,
525,12:00:00,12:00:00,0,1,,,1,
525,12:25:00,12:25:00,4,2,,,1,
525,12:35:00,12:35:00,5,3,,,1,
525,13:00:00,13:00:00,0,4,,1,,
526,12:30:00,12:30:00,0,1,,,1,
526,12:55:00,12:55:00,4,2,,,1,
526,13:05:00,13:05:00,5,3,,,1,
526,13:30:00,13:30:00,0,4,,1,,
527,13:00:00,13:00:00,0,1,,,1,
527,13:25:00,13:25:00,4,2,,,1,
527,13:35:00,13:35:00,5,3,,,1,
527,14:00:00,14:00:00,0,4,,1,,
520,09:30:00,09:30:00,0,1,,,1,
520,09:55:00,09:55:00,4,2,,,1,
520,10:05:00,10:05:00,5,3,,,1,
520,10:30:00,10:30:00,0,4,,1,,
521,10:00:00,10:00:00,0,1,,,1,
521,10:25:00,10:25:00,4,2,,,1,
521,10:35:00,10:35:00,5,3,,,1,
521,11:00:00,11:00:00,0,4,,1,,
522,10:30:00,10:30:00,0,1,,,1,
522,10:55:00,10:55:00,4,2,,,1,
522,11:05:00,11:05:00,5,3,,,1,
522,11:30:00,11:30:00,0,4,,1,,
523,11:00:00,11:00:00,0,1,,,1,
523,11:25:00,11:25:00,4,2,,,1,
523,11:35:00,11:35:00,5,3,,,1,
523,12:00:00,12:00:00,0,4,,1,,
599,10:00:00,10:00:00,0,1,,,1,
599,10:20:00,10:20:00,10,2,,,1,
599,10:40:00,10:40:00,0,3,,1,,
528,13:30:00,13:30:00,0,1,,,1,
528,13:55:00,13:55:00,4,2,,,1,
528,14:05:00,14:05:00,5,3,,,1,
528,14:30:00,14:30:00,0,4,,1,,
529,14:00:00,14:00:00,0,1,,,1,
529,14:25:00,14:25:00,4,2,,,1,
529,14:35:00,14:35:00,5,3,,,1,
529,15:00:00,15:00:00,0,4,,1,,
449,14:30:00,14:30:00,0,1,,,1,
449,15:30:00,15:30:00,13,2,,1,,
448,14:00:00,14:00:00,0,1,,,1,
448,15:00:00,15:00:00,13,2,,1,,
443,15:30:00,15:30:00,0,1,,,1,
443,16:50:00,16:50:00,11,2,,1,,
443,17:30:00,17:30:00,12,3,,1,,
442,15:00:00,15:00:00,0,1,,,1,
442,16:20:00,16:20:00,11,2,,1,,
442,17:00:00,17:00:00,12,3,,1,,
441,14:30:00,14:30:00,0,1,,,1,
441,15:50:00,15:50:00,11,2,,1,,
441,16:30:00,16:30:00,12,3,,1,,
440,14:00:00,14:00:00,0,1,,,1,
440,15:20:00,15:20:00,11,2,,1,,
440,16:00:00,16:00:00,12,3,,1,,
447,13:30:00,13:30:00,0,1,,,1,
447,14:30:00,14:30:00,13,2,,1,,
446,12:30:00,12:30:00,0,1,,,1,
446,13:30:00,13:30:00,13,2,,1,,
445,16:30:00,16:30:00,0,1,,,1,
445,17:50:00,17:50:00,11,2,,1,,
445,18:30:00,18:30:00,12,3,,1,,
444,16:00:00,16:00:00,0,1,,,1,
444,17:20:00,17:20:00,11,2,,1,,
444,18:00:00,18:00:00,12,3,,1,,
108,09:00:00,09:00:00,9,1,,,1,
108,09:30:00,09:30:00,0,2,,1,,
109,10:00:00,10:00:00,9,1,,,1,
109,10:30:00,10:30:00,0,2,,1,,
102,07:00:00,07:00:00,9,1,,,1,
102,07:30:00,07:30:00,0,2,,1,,
103,08:00:00,08:00:00,9,1,,,1,
103,08:30:00,08:30:00,0,2,,1,,
100,08:00:00,08:00:00,9,1,,,1,
100,08:30:00,08:30:00,0,2,,1,,
101,09:00:00,09:00:00,9,1,,,1,
101,09:45:00,09:45:00,0,2,,1,,
106,07:00:00,07:00:00,9,1,,,1,
106,07:30:00,07:30:00,0,2,,1,,
107,08:00:00,08:00:00,9,1,,,1,
107,08:30:00,08:30:00,0,2,,1,,
104,09:00:00,09:00:00,9,1,,,1,
104,09:45:00,09:45:00,0,2,,1,,
105,10:30:00,10:30:00,9,1,,,1,
105,11:00:00,11:00:00,0,2,,1,,
39,12:00:00,12:00:00,2,1,,,1,
39,12:30:00,12:30:00,0,2,,1,,
38,11:00:00,11:00:00,2,1,,,1,
38,11:30:00,11:30:00,0,2,,1,,
33,10:00:00,10:00:00,2,1,,,1,
33,10:30:00,10:30:00,0,2,,1,,
32,09:00:00,09:00:00,2,1,,,1,
32,09:30:00,09:30:00,0,2,,1,,
31,08:00:00,08:00:00,2,1,,,1,
31,08:30:00,08:30:00,0,2,,1,,
30,07:00:00,07:00:00,2,1,,,1,
30,07:30:00,07:30:00,0,2,,1,,
37,10:00:00,10:00:00,2,1,,,1,
37,10:30:00,10:30:00,0,2,,1,,
36,09:00:00,09:00:00,2,1,,,1,
36,09:30:00,09:30:00,0,2,,1,,
35,08:00:00,08:00:00,2,1,,,1,
35,08:30:00,08:30:00,0,2,,1,,
34,07:00:00,07:00:00,2,1,,,1,
34,07:30:00,07:30:00,0,2,,1,,
438,12:30:00,12:30:00,0,1,,,1,
438,13:50:00,13:50:00,11,2,,1,,
438,14:30:00,14:30:00,12,3,,1,,
439,13:30:00,13:30:00,0,1,,,1,
439,14:50:00,14:50:00,11,2,,1,,
439,15:30:00,15:30:00,12,3,,1,,
436,22:00:00,22:00:00,0,1,,,1,
436,22:45:00,22:45:00,11,2,,1,,
436,23:15:00,23:15:00,12,3,,1,,
437,22:30:00,22:30:00,0,1,,,1,
437,23:15:00,23:15:00,11,2,,1,,
437,23:45:00,23:45:00,12,3,,1,,
434,21:00:00,21:00:00,0,1,,,1,
434,21:45:00,21:45:00,11,2,,1,,
434,22:15:00,22:15:00,12,3,,1,,
435,21:30:00,21:30:00,0,1,,,1,
435,22:15:00,22:15:00,11,2,,1,,
435,22:45:00,22:45:00,12,3,,1,,
432,20:00:00,20:00:00,0,1,,,1,
432,20:45:00,20:45:00,11,2,,1,,
432,21:15:00,21:15:00,12,3,,1,,
433,20:30:00,20:30:00,0,1,,,1,
433,21:15:00,21:15:00,11,2,,1,,
433,21:45:00,21:45:00,12,3,,1,,
430,19:00:00,19:00:00,0,1,,,1,
430,20:20:00,20:20:00,11,2,,1,,
430,21:00:00,21:00:00,12,3,,1,,
431,19:30:00,19:30:00,0,1,,,1,
431,20:50:00,20:50:00,11,2,,1,,
431,21:30:00,21:30:00,12,3,,1,,
339,16:30:00,16:30:00,0,1,,,1,
339,17:00:00,17:00:00,6,2,,1,,
339,17:20:00,17:20:00,7,3,,1,,
338,15:30:00,15:30:00,0,1,,,1,
338,16:00:00,16:00:00,6,2,,1,,
338,16:20:00,16:20:00,7,3,,1,,
335,22:30:00,22:30:00,0,1,,,1,
335,23:00:00,23:00:00,6,2,,1,,
335,23:20:00,23:20:00,7,3,,1,,
334,22:00:00,22:00:00,0,1,,,1,
334,22:30:00,22:30:00,6,2,,1,,
334,22:50:00,22:50:00,7,3,,1,,
337,14:30:00,14:30:00,0,1,,,1,
337,15:00:00,15:00:00,6,2,,1,,
337,15:20:00,15:20:00,7,3,,1,,
336,13:30:00,13:30:00,0,1,,,1,
336,14:00:00,14:00:00,6,2,,1,,
336,14:20:00,14:20:00,7,3,,1,,
331,20:30:00,20:30:00,0,1,,,1,
331,21:00:00,21:00:00,6,2,,1,,
331,21:20:00,21:20:00,7,3,,1,,
330,20:00:00,20:00:00,0,1,,,1,
330,20:30:00,20:30:00,6,2,,1,,
330,20:50:00,20:50:00,7,3,,1,,
333,21:30:00,21:30:00,0,1,,,1,
333,22:00:00,22:00:00,6,2,,1,,
333,22:20:00,22:20:00,7,3,,1,,
332,21:00:00,21:00:00,0,1,,,1,
332,21:30:00,21:30:00,6,2,,1,,
332,21:50:00,21:50:00,7,3,,1,,
345,16:00:00,16:00:00,0,1,,,1,
345,16:20:00,16:20:00,8,2,,1,,
345,16:30:00,16:30:00,9,3,,1,,
6,07:00:00,07:00:00,1,1,,,1,
6,07:30:00,07:30:00,0,2,,1,,
99,07:00:00,07:00:00,9,1,,,1,
99,07:30:00,07:30:00,0,2,,1,,
98,12:00:00,12:00:00,8,1,,,1,
98,12:30:00,12:30:00,0,2,,1,,
91,08:00:00,08:00:00,8,1,,,1,
91,08:20:00,08:20:00,0,2,,1,,
90,07:00:00,07:00:00,8,1,,,1,
90,07:20:00,07:20:00,0,2,,1,,
93,10:30:00,10:30:00,8,1,,,1,
93,11:00:00,11:00:00,0,2,,1,,
92,09:00:00,09:00:00,8,1,,,1,
92,09:30:00,09:30:00,0,2,,1,,
95,08:00:00,08:00:00,8,1,,,1,
95,08:20:00,08:20:00,0,2,,1,,
94,07:00:00,07:00:00,8,1,,,1,
94,07:20:00,07:20:00,0,2,,1,,
97,10:30:00,10:30:00,8,1,,,1,
97,11:00:00,11:00:00,0,2,,1,,
96,09:00:00,09:00:00,8,1,,,1,
96,09:30:00,09:30:00,0,2,,1,,
559,16:00:00,16:00:00,0,1,,,1,
559,16:30:00,16:30:00,6,2,,,1,
559,16:50:00,16:50:00,7,3,,,1,
559,17:20:00,17:20:00,0,4,,1,,
558,15:30:00,15:30:00,0,1,,,1,
558,16:00:00,16:00:00,6,2,,,1,
558,16:20:00,16:20:00,7,3,,,1,
558,16:50:00,16:50:00,0,4,,1,,
555,14:00:00,14:00:00,0,1,,,1,
555,14:30:00,14:30:00,6,2,,,1,
555,14:50:00,14:50:00,7,3,,,1,
555,15:20:00,15:20:00,0,4,,1,,
554,13:30:00,13:30:00,0,1,,,1,
554,14:00:00,14:00:00,6,2,,,1,
554,14:20:00,14:20:00,7,3,,,1,
554,14:50:00,14:50:00,0,4,,1,,
557,15:00:00,15:00:00,0,1,,,1,
557,15:30:00,15:30:00,6,2,,,1,
557,15:50:00,15:50:00,7,3,,,1,
557,16:20:00,16:20:00,0,4,,1,,
556,14:30:00,14:30:00,0,1,,,1,
556,15:00:00,15:00:00,6,2,,,1,
556,15:20:00,15:20:00,7,3,,,1,
556,15:50:00,15:50:00,0,4,,1,,
551,12:00:00,12:00:00,0,1,,,1,
551,12:30:00,12:30:00,6,2,,,1,
551,12:50:00,12:50:00,7,3,,,1,
551,13:20:00,13:20:00,0,4,,1,,
550,11:30:00,11:30:00,0,1,,,1,
550,12:00:00,12:00:00,6,2,,,1,
550,12:20:00,12:20:00,7,3,,,1,
550,12:50:00,12:50:00,0,4,,1,,
553,13:00:00,13:00:00,0,1,,,1,
553,13:30:00,13:30:00,6,2,,,1,
553,13:50:00,13:50:00,7,3,,,1,
553,14:20:00,14:20:00,0,4,,1,,
552,12:30:00,12:30:00,0,1,,,1,
552,13:00:00,13:00:00,6,2,,,1,
552,13:20:00,13:20:00,7,3,,,1,
552,13:50:00,13:50:00,0,4,,1,,
238,21:30:00,21:30:00,0,1,,,1,
238,21:45:00,21:45:00,2,2,,1,,
238,21:55:00,21:55:00,1,3,,1,,
238,22:05:00,22:05:00,3,4,,1,,
239,22:00:00,22:00:00,0,1,,,1,
239,22:15:00,22:15:00,2,2,,1,,
239,22:25:00,22:25:00,1,3,,1,,
239,22:35:00,22:35:00,3,4,,1,,
234,19:30:00,19:30:00,0,1,,,1,
234,19:45:00,19:45:00,2,2,,1,,
234,19:55:00,19:55:00,1,3,,1,,
234,20:05:00,20:05:00,3,4,,1,,
235,20:00:00,20:00:00,0,1,,,1,
235,20:15:00,20:15:00,2,2,,1,,
235,20:25:00,20:25:00,1,3,,1,,
235,20:35:00,20:35:00,3,4,,1,,
236,20:30:00,20:30:00,0,1,,,1,
236,20:45:00,20:45:00,2,2,,1,,
236,20:55:00,20:55:00,1,3,,1,,
236,21:05:00,21:05:00,3,4,,1,,
237,21:00:00,21:00:00,0,1,,,1,
237,21:15:00,21:15:00,2,2,,1,,
237,21:25:00,21:25:00,1,3,,1,,
237,21:35:00,21:35:00,3,4,,1,,
230,17:30:00,17:30:00,0,1,,,1,
230,17:45:00,17:45:00,2,2,,1,,
230,17:55:00,17:55:00,1,3,,1,,
230,18:05:00,18:05:00,3,4,,1,,
231,18:00:00,18:00:00,0,1,,,1,
231,18:15:00,18:15:00,2,2,,1,,
231,18:25:00,18:25:00,1,3,,1,,
231,18:35:00,18:35:00,3,4,,1,,
232,18:30:00,18:30:00,0,1,,,1,
232,18:45:00,18:45:00,2,2,,1,,
232,18:55:00,18:55:00,1,3,,1,,
232,19:05:00,19:05:00,3,4,,1,,
233,19:00:00,19:00:00,0,1,,,1,
233,19:15:00,19:15:00,2,2,,1,,
233,19:25:00,19:25:00,1,3,,1,,
233,19:35:00,19:35:00,3,4,,1,,
1,07:30:00,07:30:00,1,1,,,1,
1,08:00:00,08:00:00,0,2,,1,,
614,17:30:00,17:30:00,0,1,,,1,
614,17:50:00,17:50:00,10,2,,,1,
614,18:10:00,18:10:00,0,3,,1,,
146,10:45:00,10:45:00,15,1,,,1,
146,11:00:00,11:00:00,0,2,,1,,
147,11:15:00,11:15:00,15,1,,,1,
147,11:30:00,11:30:00,0,2,,1,,
144,09:45:00,09:45:00,15,1,,,1,
144,10:00:00,10:00:00,0,2,,1,,
145,10:15:00,10:15:00,15,1,,,1,
145,10:30:00,10:30:00,0,2,,1,,
142,08:45:00,08:45:00,15,1,,,1,
142,09:00:00,09:00:00,0,2,,1,,
143,09:15:00,09:15:00,15,1,,,1,
143,09:30:00,09:30:00,0,2,,1,,
140,07:45:00,07:45:00,15,1,,,1,
140,08:00:00,08:00:00,0,2,,1,,
141,08:15:00,08:15:00,15,1,,,1,
141,08:30:00,08:30:00,0,2,,1,,
612,16:30:00,16:30:00,0,1,,,1,
612,16:50:00,16:50:00,10,2,,,1,
612,17:10:00,17:10:00,0,3,,1,,
613,17:00:00,17:00:00,0,1,,,1,
613,17:20:00,17:20:00,10,2,,,1,
613,17:40:00,17:40:00,0,3,,1,,
610,15:30:00,15:30:00,0,1,,,1,
610,15:50:00,15:50:00,10,2,,,1,
610,16:10:00,16:10:00,0,3,,1,,
611,16:00:00,16:00:00,0,1,,,1,
611,16:20:00,16:20:00,10,2,,,1,
611,16:40:00,16:40:00,0,3,,1,,
616,18:30:00,18:30:00,0,1,,,1,
616,18:50:00,18:50:00,10,2,,,1,
616,19:10:00,19:10:00,0,3,,1,,
617,19:00:00,19:00:00,0,1,,,1,
617,19:20:00,19:20:00,10,2,,,1,
617,19:40:00,19:40:00,0,3,,1,,
148,11:45:00,11:45:00,15,1,,,1,
148,12:00:00,12:00:00,0,2,,1,,
149,12:15:00,12:15:00,15,1,,,1,
149,12:30:00,12:30:00,0,2,,1,,
133,06:20:00,06:20:00,12,1,,,1,
133,07:45:00,07:45:00,0,2,,1,,
132,07:00:00,07:00:00,12,1,,,1,
132,09:00:00,09:00:00,0,2,,1,,
131,06:40:00,06:40:00,12,1,,,1,
131,08:15:00,08:15:00,0,2,,1,,
130,06:20:00,06:20:00,12,1,,,1,
130,07:45:00,07:45:00,0,2,,1,,
137,06:40:00,06:40:00,12,1,,,1,
137,08:15:00,08:15:00,0,2,,1,,
136,06:20:00,06:20:00,12,1,,,1,
136,07:45:00,07:45:00,0,2,,1,,
135,07:00:00,07:00:00,12,1,,,1,
135,09:00:00,09:00:00,0,2,,1,,
134,06:40:00,06:40:00,12,1,,,1,
134,08:15:00,08:15:00,0,2,,1,,
494,09:30:00,09:30:00,0,1,,,1,
494,09:45:00,09:45:00,2,2,,,1,
494,09:55:00,09:55:00,1,3,,,1,
494,10:05:00,10:05:00,3,4,,,1,
494,10:30:00,10:30:00,0,5,,1,,
495,10:00:00,10:00:00,0,1,,,1,
495,10:15:00,10:15:00,2,2,,,1,
495,10:25:00,10:25:00,1,3,,,1,
495,10:35:00,10:35:00,3,4,,,1,
495,11:00:00,11:00:00,0,5,,1,,
139,07:15:00,07:15:00,15,1,,,1,
139,07:30:00,07:30:00,0,2,,1,,
138,07:00:00,07:00:00,12,1,,,1,
138,09:00:00,09:00:00,0,2,,1,,
490,07:30:00,07:30:00,0,1,,,1,
490,07:45:00,07:45:00,2,2,,,1,
490,07:55:00,07:55:00,1,3,,,1,
490,08:05:00,08:05:00,3,4,,,1,
490,08:30:00,08:30:00,0,5,,1,,
491,08:00:00,08:00:00,0,1,,,1,
491,08:15:00,08:15:00,2,2,,,1,
491,08:25:00,08:25:00,1,3,,,1,
491,08:35:00,08:35:00,3,4,,,1,
491,09:00:00,09:00:00,0,5,,1,,
492,08:30:00,08:30:00,0,1,,,1,
492,08:45:00,08:45:00,2,2,,,1,
492,08:55:00,08:55:00,1,3,,,1,
492,09:05:00,09:05:00,3,4,,,1,
492,09:30:00,09:30:00,0,5,,1,,
493,09:00:00,09:00:00,0,1,,,1,
493,09:15:00,09:15:00,2,2,,,1,
493,09:25:00,09:25:00,1,3,,,1,
493,09:35:00,09:35:00,3,4,,,1,
493,10:00:00,10:00:00,0,5,,1,,
24,11:00:00,11:00:00,1,1,,,1,
24,11:30:00,11:30:00,0,2,,1,,
25,11:30:00,11:30:00,1,1,,,1,
25,12:00:00,12:00:00,0,2,,1,,
26,12:00:00,12:00:00,1,1,,,1,
26,12:30:00,12:30:00,0,2,,1,,
27,07:00:00,07:00:00,2,1,,,1,
27,07:20:00,07:20:00,0,2,,1,,
20,09:00:00,09:00:00,1,1,,,1,
20,09:30:00,09:30:00,0,2,,1,,
21,09:30:00,09:30:00,1,1,,,1,
21,10:00:00,10:00:00,0,2,,1,,
22,10:00:00,10:00:00,1,1,,,1,
22,10:30:00,10:30:00,0,2,,1,,
23,10:30:00,10:30:00,1,1,,,1,
23,11:00:00,11:00:00,0,2,,1,,
28,08:00:00,08:00:00,2,1,,,1,
28,08:30:00,08:30:00,0,2,,1,,
29,09:00:00,09:00:00,2,1,,,1,
29,09:30:00,09:30:00,0,2,,1,,
407,19:30:00,19:30:00,0,1,,,1,
407,19:50:00,19:50:00,10,2,,1,,
406,19:00:00,19:00:00,0,1,,,1,
406,19:20:00,19:20:00,10,2,,1,,
405,18:30:00,18:30:00,0,1,,,1,
405,18:50:00,18:50:00,10,2,,1,,
404,18:00:00,18:00:00,0,1,,,1,
404,18:20:00,18:20:00,10,2,,1,,
403,17:30:00,17:30:00,0,1,,,1,
403,17:50:00,17:50:00,10,2,,1,,
402,17:00:00,17:00:00,0,1,,,1,
402,17:20:00,17:20:00,10,2,,1,,
401,16:00:00,16:00:00,0,1,,,1,
401,16:20:00,16:20:00,10,2,,1,,
400,15:00:00,15:00:00,0,1,,,1,
400,15:20:00,15:20:00,10,2,,1,,
409,20:30:00,20:30:00,0,1,,,1,
409,20:50:00,20:50:00,10,2,,1,,
408,20:00:00,20:00:00,0,1,,,1,
408,20:20:00,20:20:00,10,2,,1,,
379,11:00:00,11:00:00,0,1,,,1,
379,11:20:00,11:20:00,10,2,,1,,
378,16:30:00,16:30:00,0,1,,,1,
378,16:50:00,16:50:00,8,2,,1,,
378,17:00:00,17:00:00,9,3,,1,,
371,21:00:00,21:00:00,0,1,,,1,
371,21:20:00,21:20:00,8,2,,1,,
371,21:30:00,21:30:00,9,3,,1,,
370,20:30:00,20:30:00,0,1,,,1,
370,20:50:00,20:50:00,8,2,,1,,
370,21:00:00,21:00:00,9,3,,1,,
373,22:00:00,22:00:00,0,1,,,1,
373,22:20:00,22:20:00,8,2,,1,,
373,22:30:00,22:30:00,9,3,,1,,
372,21:30:00,21:30:00,0,1,,,1,
372,21:50:00,21:50:00,8,2,,1,,
372,22:00:00,22:00:00,9,3,,1,,
375,13:30:00,13:30:00,0,1,,,1,
375,13:50:00,13:50:00,8,2,,1,,
375,14:00:00,14:00:00,9,3,,1,,
374,22:30:00,22:30:00,0,1,,,1,
374,22:50:00,22:50:00,8,2,,1,,
374,23:00:00,23:00:00,9,3,,1,,
377,15:30:00,15:30:00,0,1,,,1,
377,15:50:00,15:50:00,8,2,,1,,
377,16:00:00,16:00:00,9,3,,1,,
376,14:30:00,14:30:00,0,1,,,1,
376,14:50:00,14:50:00,8,2,,1,,
376,15:00:00,15:00:00,9,3,,1,,
393,21:00:00,21:00:00,0,1,,,1,
393,21:20:00,21:20:00,10,2,,1,,
392,20:30:00,20:30:00,0,1,,,1,
392,20:50:00,20:50:00,10,2,,1,,
88,08:00:00,08:00:00,8,1,,,1,
88,08:20:00,08:20:00,0,2,,1,,
89,09:00:00,09:00:00,8,1,,,1,
89,09:30:00,09:30:00,0,2,,1,,
397,12:00:00,12:00:00,0,1,,,1,
397,12:20:00,12:20:00,10,2,,1,,
396,22:30:00,22:30:00,0,1,,,1,
396,22:50:00,22:50:00,10,2,,1,,
395,22:00:00,22:00:00,0,1,,,1,
395,22:20:00,22:20:00,10,2,,1,,
394,21:30:00,21:30:00,0,1,,,1,
394,21:50:00,21:50:00,10,2,,1,,
82,07:00:00,07:00:00,7,1,,,1,
82,07:30:00,07:30:00,0,2,,1,,
83,08:00:00,08:00:00,7,1,,,1,
83,08:45:00,08:45:00,0,2,,1,,
80,08:00:00,08:00:00,7,1,,,1,
80,08:45:00,08:45:00,0,2,,1,,
81,09:15:00,09:15:00,7,1,,,1,
81,10:15:00,10:15:00,0,2,,1,,
86,12:00:00,12:00:00,7,1,,,1,
86,13:00:00,13:00:00,0,2,,1,,
87,07:00:00,07:00:00,8,1,,,1,
87,07:20:00,07:20:00,0,2,,1,,
84,09:15:00,09:15:00,7,1,,,1,
