route_id,trip_id,trip_headsign,service_id
1,516,"To Avatar Hotel, Plaza Suites",0
9,458,Mineta San José International Airport,3
9,459,Mineta San José International Airport,3
8,450,San Francisco International Airport,3
8,451,San Francisco International Airport,3
8,452,San Francisco International Airport,3
8,453,San Francisco International Airport,3
9,454,Mineta San José International Airport,3
9,455,Mineta San José International Airport,3
9,456,Mineta San José International Airport,3
9,457,Mineta San José International Airport,3
5,179,To Shoreline Amphitheatre,2
5,178,To Shoreline Amphitheatre,2
5,177,To Shoreline Amphitheatre,2
5,176,To Shoreline Amphitheatre,2
5,175,To Shoreline Amphitheatre,2
5,174,To Shoreline Amphitheatre,2
5,173,To Shoreline Amphitheatre,2
5,172,To Shoreline Amphitheatre,2
5,171,To Shoreline Amphitheatre,2
5,170,To Mountain View Caltrain,1
0,253,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
5,182,To Shoreline Amphitheatre,2
5,183,To Shoreline Amphitheatre,2
5,180,To Shoreline Amphitheatre,2
5,181,To Shoreline Amphitheatre,2
5,186,To Shoreline Amphitheatre,2
5,187,To Shoreline Amphitheatre,2
5,184,To Shoreline Amphitheatre,2
5,185,To Shoreline Amphitheatre,2
5,188,To Shoreline Amphitheatre,2
5,189,To Shoreline Amphitheatre,2
0,11,To Shoreline Amphitheatre,2
0,10,To Shoreline Amphitheatre,2
0,13,To Shoreline Amphitheatre,2
0,12,To Shoreline Amphitheatre,2
0,15,To Shoreline Amphitheatre,2
0,14,To Shoreline Amphitheatre,2
0,17,To Shoreline Amphitheatre,3
0,16,To Shoreline Amphitheatre,3
0,19,To Shoreline Amphitheatre,3
0,18,To Shoreline Amphitheatre,3
1,62,To Shoreline Amphitheatre,3
2,322,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,323,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,320,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,321,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,326,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,327,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,324,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,325,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,328,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,329,"To The Aloft Sunnyvale, Wild Palms Hotel",2
5,201,To Mountain View Caltrain,2
5,200,To Mountain View Caltrain,2
5,203,To Shoreline Amphitheatre,3
5,202,To Mountain View Caltrain,2
5,205,To Shoreline Amphitheatre,3
5,204,To Shoreline Amphitheatre,3
5,207,To Shoreline Amphitheatre,3
5,206,To Shoreline Amphitheatre,3
5,209,To Shoreline Amphitheatre,3
5,208,To Shoreline Amphitheatre,3
2,77,To Shoreline Amphitheatre,1
2,76,To Shoreline Amphitheatre,1
2,75,To Shoreline Amphitheatre,3
2,74,To Shoreline Amphitheatre,3
2,73,To Shoreline Amphitheatre,3
2,72,To Shoreline Amphitheatre,3
2,71,To Shoreline Amphitheatre,3
2,70,To Shoreline Amphitheatre,2
2,79,To Shoreline Amphitheatre,2
2,78,To Shoreline Amphitheatre,1
0,2,To Shoreline Amphitheatre,1
2,542,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,543,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,540,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,541,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,546,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,547,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,544,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,545,"To The Aloft Sunnyvale, Wild Palms Hotel",0
0,8,To Shoreline Amphitheatre,2
2,548,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,549,"To The Aloft Sunnyvale, Wild Palms Hotel",0
2,68,To Shoreline Amphitheatre,2
4,598,To Country Inn & Suites by Carlson,0
4,120,To Shoreline Amphitheatre,3
4,121,To Shoreline Amphitheatre,3
4,122,To Shoreline Amphitheatre,3
4,123,To Shoreline Amphitheatre,3
7,124,To Shoreline Amphitheatre,1
7,125,To Shoreline Amphitheatre,1
7,126,To Shoreline Amphitheatre,2
7,127,To Shoreline Amphitheatre,2
7,128,To Shoreline Amphitheatre,3
7,129,To Shoreline Amphitheatre,3
4,414,To Country Inn & Suites by Carlson,3
4,415,To Country Inn & Suites by Carlson,3
4,416,To Country Inn & Suites by Carlson,3
4,417,To Country Inn & Suites by Carlson,3
4,410,To Country Inn & Suites by Carlson,2
4,411,To Country Inn & Suites by Carlson,2
4,412,To Country Inn & Suites by Carlson,2
4,413,To Country Inn & Suites by Carlson,2
0,498,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
6,418,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,419,"Hyatt Regency Embarcadero, via Millbrae BART",1
0,499,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
2,319,"To The Aloft Sunnyvale, Wild Palms Hotel",2
2,318,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,313,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,312,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,311,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,310,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,317,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,316,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,315,"To The Aloft Sunnyvale, Wild Palms Hotel",1
2,314,"To The Aloft Sunnyvale, Wild Palms Hotel",1
0,496,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,497,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,3,To Shoreline Amphitheatre,1
3,368,To Hotel Avante & Grand Hotel,2
3,369,To Hotel Avante & Grand Hotel,2
3,366,To Hotel Avante & Grand Hotel,2
3,367,To Hotel Avante & Grand Hotel,2
3,364,To Hotel Avante & Grand Hotel,2
3,365,To Hotel Avante & Grand Hotel,2
3,362,To Hotel Avante & Grand Hotel,2
3,363,To Hotel Avante & Grand Hotel,2
3,360,To Hotel Avante & Grand Hotel,2
3,361,To Hotel Avante & Grand Hotel,2
4,380,To Country Inn & Suites by Carlson,1
4,381,To Country Inn & Suites by Carlson,1
4,382,To Country Inn & Suites by Carlson,1
4,383,To Country Inn & Suites by Carlson,1
4,384,To Country Inn & Suites by Carlson,1
4,385,To Country Inn & Suites by Carlson,1
4,386,To Country Inn & Suites by Carlson,1
4,387,To Country Inn & Suites by Carlson,1
4,388,To Country Inn & Suites by Carlson,1
4,389,To Country Inn & Suites by Carlson,1
4,605,To Country Inn & Suites by Carlson,0
3,579,To Hotel Avante & Grand Hotel,0
3,578,To Hotel Avante & Grand Hotel,0
4,604,To Country Inn & Suites by Carlson,0
3,573,To Hotel Avante & Grand Hotel,0
3,572,To Hotel Avante & Grand Hotel,0
3,571,To Hotel Avante & Grand Hotel,0
3,570,To Hotel Avante & Grand Hotel,0
3,577,To Hotel Avante & Grand Hotel,0
3,576,To Hotel Avante & Grand Hotel,0
3,575,To Hotel Avante & Grand Hotel,0
3,574,To Hotel Avante & Grand Hotel,0
1,60,To Shoreline Amphitheatre,3
1,61,To Shoreline Amphitheatre,3
0,258,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",3
0,259,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",3
1,64,To Shoreline Amphitheatre,3
2,65,To Shoreline Amphitheatre,1
2,66,To Shoreline Amphitheatre,1
2,67,To Shoreline Amphitheatre,1
0,252,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
2,69,To Shoreline Amphitheatre,2
0,250,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
0,251,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
0,256,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
0,257,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
0,254,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
0,255,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",2
4,603,To Country Inn & Suites by Carlson,0
4,602,To Country Inn & Suites by Carlson,0
0,508,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,509,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,506,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,507,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,504,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,505,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,502,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,503,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,500,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
0,501,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",0
5,469,Mountain View Caltrain Loop,0
5,468,Mountain View Caltrain Loop,0
5,465,Mountain View Caltrain Loop,0
5,464,Mountain View Caltrain Loop,0
5,467,Mountain View Caltrain Loop,0
5,466,Mountain View Caltrain Loop,0
9,461,Mineta San José International Airport,3
9,460,Mineta San José International Airport,3
5,463,Mountain View Caltrain Loop,0
5,462,Mountain View Caltrain Loop,0
5,168,To Mountain View Caltrain,1
5,169,To Mountain View Caltrain,1
5,164,To Mountain View Caltrain,1
5,165,To Mountain View Caltrain,1
5,166,To Mountain View Caltrain,1
5,167,To Mountain View Caltrain,1
5,160,To Mountain View Caltrain,1
5,161,To Mountain View Caltrain,1
5,162,To Mountain View Caltrain,1
5,163,To Mountain View Caltrain,1
4,600,To Country Inn & Suites by Carlson,0
0,9,To Shoreline Amphitheatre,2
3,357,To Hotel Avante & Grand Hotel,1
3,356,To Hotel Avante & Grand Hotel,1
3,355,To Hotel Avante & Grand Hotel,1
3,354,To Hotel Avante & Grand Hotel,1
3,353,To Hotel Avante & Grand Hotel,1
3,352,To Hotel Avante & Grand Hotel,1
3,351,To Hotel Avante & Grand Hotel,1
3,350,To Hotel Avante & Grand Hotel,1
3,359,To Hotel Avante & Grand Hotel,2
3,358,To Hotel Avante & Grand Hotel,2
5,216,To Mountain View Caltrain,3
5,217,To Mountain View Caltrain,3
5,214,To Shoreline Amphitheatre,3
5,215,To Mountain View Caltrain,3
5,212,To Shoreline Amphitheatre,3
5,213,To Shoreline Amphitheatre,3
5,210,To Shoreline Amphitheatre,3
5,211,To Shoreline Amphitheatre,3
5,218,To Mountain View Caltrain,3
5,219,To Mountain View Caltrain,3
1,289,"To Avatar Hotel, Plaza Suites",2
1,288,"To Avatar Hotel, Plaza Suites",2
0,4,To Shoreline Amphitheatre,1
1,281,"To Avatar Hotel, Plaza Suites",2
1,280,"To Avatar Hotel, Plaza Suites",2
1,283,"To Avatar Hotel, Plaza Suites",2
1,282,"To Avatar Hotel, Plaza Suites",2
1,285,"To Avatar Hotel, Plaza Suites",2
1,284,"To Avatar Hotel, Plaza Suites",2
1,287,"To Avatar Hotel, Plaza Suites",2
1,286,"To Avatar Hotel, Plaza Suites",2
1,263,"To Avatar Hotel, Plaza Suites",1
1,262,"To Avatar Hotel, Plaza Suites",1
0,261,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",3
0,260,"To Hilton Garden Inn Palo Alto, Sheraton Palo Alto, Westin, and Palo Alto Caltrain",3
1,267,"To Avatar Hotel, Plaza Suites",1
1,266,"To Avatar Hotel, Plaza Suites",1
1,265,"To Avatar Hotel, Plaza Suites",1
1,264,"To Avatar Hotel, Plaza Suites",1
1,269,"To Avatar Hotel, Plaza Suites",1
1,268,"To Avatar Hotel, Plaza Suites",1
1,59,To Shoreline Amphitheatre,3
1,58,To Shoreline Amphitheatre,2
1,55,To Shoreline Amphitheatre,2
1,54,To Shoreline Amphitheatre,1
1,57,To Shoreline Amphitheatre,2
1,56,To Shoreline Amphitheatre,2
1,51,To Shoreline Amphitheatre,1
1,50,To Shoreline Amphitheatre,3
1,53,To Shoreline Amphitheatre,1
1,52,To Shoreline Amphitheatre,1
1,537,"To Avatar Hotel, Plaza Suites",0
1,536,"To Avatar Hotel, Plaza Suites",0
1,535,"To Avatar Hotel, Plaza Suites",0
1,63,To Shoreline Amphitheatre,3
1,533,"To Avatar Hotel, Plaza Suites",0
1,532,"To Avatar Hotel, Plaza Suites",0
1,531,"To Avatar Hotel, Plaza Suites",0
1,530,"To Avatar Hotel, Plaza Suites",0
1,539,"To Avatar Hotel, Plaza Suites",0
1,538,"To Avatar Hotel, Plaza Suites",0
4,115,To Shoreline Amphitheatre,2
4,114,To Shoreline Amphitheatre,1
4,117,To Shoreline Amphitheatre,2
4,116,To Shoreline Amphitheatre,2
3,111,To Shoreline Amphitheatre,3
3,110,To Shoreline Amphitheatre,3
4,113,To Shoreline Amphitheatre,1
4,112,To Shoreline Amphitheatre,1
4,119,To Shoreline Amphitheatre,3
4,118,To Shoreline Amphitheatre,2
6,429,"Hyatt Regency Embarcadero, via Millbrae BART",2
6,428,"Hyatt Regency Embarcadero, via Millbrae BART",2
1,534,"To Avatar Hotel, Plaza Suites",0
6,421,"Hyatt Regency Embarcadero, via Millbrae BART",1
6,420,"Hyatt Regency Embarcadero, via Millbrae BART",1
